"Plot Title: 1283025 "
"#","Time, GMT-05:00","K-Type, °C","Started","Button Down","Button Up","Host Connected","Stopped","End Of File"
1,08/17/15 01:53:45.398 PM,336.58,Logged,,,,,
2,08/17/15 01:53:46.398 PM,335.93,,,,,,
3,08/17/15 01:53:47.398 PM,335.61,,,,,,
4,08/17/15 01:53:48.398 PM,334.63,,,,,,
5,08/17/15 01:53:49.398 PM,333.34,,,,,,
6,08/17/15 01:53:50.398 PM,332.36,,,,,,
7,08/17/15 01:53:51.398 PM,331.72,,,,,,
8,08/17/15 01:53:52.398 PM,329.44,,,,,,
9,08/17/15 01:53:53.398 PM,327.17,,,,,,
10,08/17/15 01:53:54.398 PM,326.52,,,,,,
11,08/17/15 01:53:55.398 PM,323.92,,,,,,
12,08/17/15 01:53:56.398 PM,322.30,,,,,,
13,08/17/15 01:53:57.398 PM,320.67,,,,,,
14,08/17/15 01:53:58.398 PM,319.69,,,,,,
15,08/17/15 01:53:59.398 PM,318.07,,,,,,
16,08/17/15 01:54:00.398 PM,316.11,,,,,,
17,08/17/15 01:54:01.398 PM,313.84,,,,,,
18,08/17/15 01:54:02.398 PM,311.88,,,,,,
19,08/17/15 01:54:03.398 PM,310.25,,,,,,
20,08/17/15 01:54:04.398 PM,308.29,,,,,,
21,08/17/15 01:54:05.398 PM,305.68,,,,,,
22,08/17/15 01:54:06.398 PM,304.38,,,,,,
23,08/17/15 01:54:07.398 PM,302.42,,,,,,
24,08/17/15 01:54:08.398 PM,300.13,,,,,,
25,08/17/15 01:54:09.398 PM,298.17,,,,,,
26,08/17/15 01:54:10.398 PM,295.88,,,,,,
27,08/17/15 01:54:11.398 PM,294.24,,,,,,
28,08/17/15 01:54:12.398 PM,291.95,,,,,,
29,08/17/15 01:54:13.398 PM,288.67,,,,,,
30,08/17/15 01:54:14.398 PM,285.71,,,,,,
31,08/17/15 01:54:15.398 PM,282.75,,,,,,
32,08/17/15 01:54:16.398 PM,280.12,,,,,,
33,08/17/15 01:54:17.398 PM,277.81,,,,,,
34,08/17/15 01:54:18.398 PM,276.16,,,,,,
35,08/17/15 01:54:19.398 PM,274.52,,,,,,
36,08/17/15 01:54:20.398 PM,273.20,,,,,,
37,08/17/15 01:54:21.398 PM,272.20,,,,,,
38,08/17/15 01:54:22.398 PM,270.88,,,,,,
39,08/17/15 01:54:23.398 PM,270.88,,,,,,
40,08/17/15 01:54:24.398 PM,269.89,,,,,,
41,08/17/15 01:54:25.398 PM,268.24,,,,,,
42,08/17/15 01:54:26.398 PM,266.91,,,,,,
43,08/17/15 01:54:27.398 PM,265.59,,,,,,
44,08/17/15 01:54:28.398 PM,264.93,,,,,,
45,08/17/15 01:54:29.398 PM,264.60,,,,,,
46,08/17/15 01:54:30.398 PM,263.27,,,,,,
47,08/17/15 01:54:31.398 PM,261.94,,,,,,
48,08/17/15 01:54:32.398 PM,260.29,,,,,,
49,08/17/15 01:54:33.398 PM,259.29,,,,,,
50,08/17/15 01:54:34.398 PM,258.96,,,,,,
51,08/17/15 01:54:35.398 PM,258.62,,,,,,
52,08/17/15 01:54:36.398 PM,257.96,,,,,,
53,08/17/15 01:54:37.398 PM,257.30,,,,,,
54,08/17/15 01:54:38.398 PM,255.97,,,,,,
55,08/17/15 01:54:39.398 PM,253.97,,,,,,
56,08/17/15 01:54:40.398 PM,253.64,,,,,,
57,08/17/15 01:54:41.398 PM,253.30,,,,,,
58,08/17/15 01:54:42.398 PM,253.30,,,,,,
59,08/17/15 01:54:43.398 PM,251.97,,,,,,
60,08/17/15 01:54:44.398 PM,250.31,,,,,,
61,08/17/15 01:54:45.398 PM,249.31,,,,,,
62,08/17/15 01:54:46.398 PM,248.64,,,,,,
63,08/17/15 01:54:47.398 PM,246.64,,,,,,
64,08/17/15 01:54:48.398 PM,246.30,,,,,,
65,08/17/15 01:54:49.398 PM,244.97,,,,,,
66,08/17/15 01:54:50.398 PM,243.29,,,,,,
67,08/17/15 01:54:51.398 PM,242.29,,,,,,
68,08/17/15 01:54:52.398 PM,241.62,,,,,,
69,08/17/15 01:54:53.398 PM,241.29,,,,,,
70,08/17/15 01:54:54.398 PM,241.62,,,,,,
71,08/17/15 01:54:55.398 PM,241.96,,,,,,
72,08/17/15 01:54:56.398 PM,242.29,,,,,,
73,08/17/15 01:54:57.398 PM,241.96,,,,,,
74,08/17/15 01:54:58.398 PM,240.62,,,,,,
75,08/17/15 01:54:59.398 PM,239.28,,,,,,
76,08/17/15 01:55:00.398 PM,237.94,,,,,,
77,08/17/15 01:55:01.398 PM,241.96,,,,,,
78,08/17/15 01:55:02.398 PM,255.63,,,,,,
79,08/17/15 01:55:03.398 PM,267.91,,,,,,
80,08/17/15 01:55:04.398 PM,278.47,,,,,,
81,08/17/15 01:55:05.398 PM,288.34,,,,,,
82,08/17/15 01:55:06.398 PM,298.82,,,,,,
83,08/17/15 01:55:07.398 PM,308.62,,,,,,
84,08/17/15 01:55:08.398 PM,317.42,,,,,,
85,08/17/15 01:55:09.398 PM,325.87,,,,,,
86,08/17/15 01:55:10.398 PM,334.31,,,,,,
87,08/17/15 01:55:11.398 PM,343.39,,,,,,
88,08/17/15 01:55:12.398 PM,352.12,,,,,,
89,08/17/15 01:55:13.398 PM,361.17,,,,,,
90,08/17/15 01:55:14.398 PM,369.89,,,,,,
91,08/17/15 01:55:15.398 PM,378.27,,,,,,
92,08/17/15 01:55:16.398 PM,386.00,,,,,,
93,08/17/15 01:55:17.398 PM,392.44,,,,,,
94,08/17/15 01:55:18.398 PM,398.54,,,,,,
95,08/17/15 01:55:19.398 PM,403.68,,,,,,
96,08/17/15 01:55:20.398 PM,407.85,,,,,,
97,08/17/15 01:55:21.398 PM,411.37,,,,,,
98,08/17/15 01:55:22.398 PM,414.90,,,,,,
99,08/17/15 01:55:23.398 PM,418.10,,,,,,
100,08/17/15 01:55:24.398 PM,422.58,,,,,,
101,08/17/15 01:55:25.398 PM,426.74,,,,,,
102,08/17/15 01:55:26.398 PM,429.62,,,,,,
103,08/17/15 01:55:27.398 PM,432.17,,,,,,
104,08/17/15 01:55:28.398 PM,435.05,,,,,,
105,08/17/15 01:55:29.398 PM,436.64,,,,,,
106,08/17/15 01:55:30.398 PM,438.56,,,,,,
107,08/17/15 01:55:31.398 PM,441.43,,,,,,
108,08/17/15 01:55:32.398 PM,444.62,,,,,,
109,08/17/15 01:55:33.398 PM,448.13,,,,,,
110,08/17/15 01:55:34.398 PM,451.00,,,,,,
111,08/17/15 01:55:35.398 PM,453.24,,,,,,
112,08/17/15 01:55:36.398 PM,454.51,,,,,,
113,08/17/15 01:55:37.398 PM,450.69,,,,,,
114,08/17/15 01:55:38.398 PM,448.45,,,,,,
115,08/17/15 01:55:39.398 PM,449.09,,,,,,
116,08/17/15 01:55:40.398 PM,449.73,,,,,,
117,08/17/15 01:55:41.398 PM,450.05,,,,,,
118,08/17/15 01:55:42.398 PM,448.45,,,,,,
119,08/17/15 01:55:43.398 PM,447.18,,,,,,
120,08/17/15 01:55:44.398 PM,444.94,,,,,,
121,08/17/15 01:55:45.398 PM,441.43,,,,,,
122,08/17/15 01:55:46.398 PM,436.64,,,,,,
123,08/17/15 01:55:47.398 PM,431.21,,,,,,
124,08/17/15 01:55:48.398 PM,426.74,,,,,,
125,08/17/15 01:55:49.398 PM,421.62,,,,,,
126,08/17/15 01:55:50.398 PM,416.82,,,,,,
127,08/17/15 01:55:51.398 PM,412.66,,,,,,
128,08/17/15 01:55:52.398 PM,406.57,,,,,,
129,08/17/15 01:55:53.398 PM,399.83,,,,,,
130,08/17/15 01:55:54.398 PM,390.83,,,,,,
131,08/17/15 01:55:55.398 PM,381.82,,,,,,
132,08/17/15 01:55:56.398 PM,372.79,,,,,,
133,08/17/15 01:55:57.398 PM,366.99,,,,,,
134,08/17/15 01:55:58.398 PM,360.53,,,,,,
135,08/17/15 01:55:59.398 PM,355.36,,,,,,
136,08/17/15 01:56:00.398 PM,351.15,,,,,,
137,08/17/15 01:56:01.398 PM,345.00,,,,,,
138,08/17/15 01:56:02.398 PM,339.50,,,,,,
139,08/17/15 01:56:03.398 PM,334.31,,,,,,
140,08/17/15 01:56:04.398 PM,329.44,,,,,,
141,08/17/15 01:56:05.398 PM,324.57,,,,,,
142,08/17/15 01:56:06.398 PM,320.35,,,,,,
143,08/17/15 01:56:07.398 PM,315.79,,,,,,
144,08/17/15 01:56:08.398 PM,311.88,,,,,,
145,08/17/15 01:56:09.398 PM,308.29,,,,,,
146,08/17/15 01:56:10.398 PM,304.38,,,,,,
147,08/17/15 01:56:11.398 PM,300.46,,,,,,
148,08/17/15 01:56:12.398 PM,297.51,,,,,,
149,08/17/15 01:56:13.398 PM,293.26,,,,,,
150,08/17/15 01:56:14.398 PM,289.98,,,,,,
151,08/17/15 01:56:15.398 PM,286.37,,,,,,
152,08/17/15 01:56:16.398 PM,283.41,,,,,,
153,08/17/15 01:56:17.398 PM,279.79,,,,,,
154,08/17/15 01:56:18.398 PM,276.49,,,,,,
155,08/17/15 01:56:19.398 PM,273.53,,,,,,
156,08/17/15 01:56:20.398 PM,270.88,,,,,,
157,08/17/15 01:56:21.398 PM,268.24,,,,,,
158,08/17/15 01:56:22.398 PM,264.93,,,,,,
159,08/17/15 01:56:23.398 PM,262.61,,,,,,
160,08/17/15 01:56:24.398 PM,259.95,,,,,,
161,08/17/15 01:56:25.398 PM,257.63,,,,,,
162,08/17/15 01:56:26.398 PM,255.30,,,,,,
163,08/17/15 01:56:27.398 PM,252.64,,,,,,
164,08/17/15 01:56:28.398 PM,250.31,,,,,,
165,08/17/15 01:56:29.398 PM,248.30,,,,,,
166,08/17/15 01:56:30.398 PM,246.30,,,,,,
167,08/17/15 01:56:31.398 PM,243.63,,,,,,
168,08/17/15 01:56:32.398 PM,241.62,,,,,,
169,08/17/15 01:56:33.398 PM,239.28,,,,,,
170,08/17/15 01:56:34.398 PM,236.93,,,,,,
171,08/17/15 01:56:35.398 PM,235.26,,,,,,
172,08/17/15 01:56:36.398 PM,232.91,,,,,,
173,08/17/15 01:56:37.398 PM,231.23,,,,,,
174,08/17/15 01:56:38.398 PM,230.56,,,,,,
175,08/17/15 01:56:39.398 PM,229.21,,,,,,
176,08/17/15 01:56:40.398 PM,227.53,,,,,,
177,08/17/15 01:56:41.398 PM,225.17,,,,,,
178,08/17/15 01:56:42.398 PM,223.15,,,,,,
179,08/17/15 01:56:43.398 PM,221.47,,,,,,
180,08/17/15 01:56:44.398 PM,219.78,,,,,,
181,08/17/15 01:56:45.398 PM,217.76,,,,,,
182,08/17/15 01:56:46.398 PM,215.73,,,,,,
183,08/17/15 01:56:47.398 PM,214.38,,,,,,
184,08/17/15 01:56:48.398 PM,212.35,,,,,,
185,08/17/15 01:56:49.398 PM,210.66,,,,,,
